log_name,method,I_comp,I_nn,I_prec,I_tri
BPIC15_3,Activity-Context Bag Of Words PMI w_5,0.2424,0.5635,0.6257,0.5328
BPIC15_3,Activity-Context Bag Of Words PMI w_9,0.1755,0.4857,0.5344,0.4578
BPIC15_3,Activity-Context Bag Of Words PPMI w_3,0.355,0.6382,0.6926,0.647
BPIC15_3,Activity-Context Bag Of Words PPMI w_5,0.2355,0.5635,0.6257,0.5328
BPIC15_3,Activity-Context Bag Of Words PPMI w_9,0.1749,0.4857,0.5344,0.4578
BPIC15_3,Activity-Context Bag Of Words w_3,0.5573,0.6482,0.6929,0.647
BPIC15_3,Activity-Context Bag Of Words w_5,0.4251,0.5632,0.6243,0.5328
BPIC15_3,Activity-Context Bag Of Words w_9,0.3328,0.4851,0.5341,0.4578
BPIC15_3,Activity-Context N-Grams PMI w_3,0.3571,0.6346,0.6864,0.6312
BPIC15_3,Activity-Context N-Grams PMI w_5,0.2218,0.5512,0.6052,0.5177
BPIC15_3,Activity-Context N-Grams PMI w_9,0.1516,0.4411,0.4848,0.4137
BPIC15_3,Activity-Context N-Grams PPMI w_3,0.3367,0.6346,0.6864,0.631
BPIC15_3,Activity-Context N-Grams PPMI w_5,0.2199,0.5512,0.6052,0.5177
BPIC15_3,Activity-Context N-Grams PPMI w_9,0.1516,0.4411,0.4848,0.4137
BPIC15_3,Activity-Context N-Grams w_3,0.546,0.6434,0.6863,0.6311
BPIC15_3,Activity-Context N-Grams w_5,0.4042,0.5511,0.6047,0.5177
BPIC15_3,Activity-Context N-Grams w_9,0.2769,0.4382,0.4818,0.4136
BPIC15_3,Bose 2009 Substitution Scores w_3,0.7005,0.579,0.5981,0.6975
BPIC15_3,Bose 2009 Substitution Scores w_5,0.7477,0.5301,0.5692,0.5667
BPIC15_3,Bose 2009 Substitution Scores w_9,0.7457,0.4291,0.467,0.4389
BPIC15_3,Chiorrini 2022 Embedding Process Structure,0.9549,0.1338,0.1752,0.6407
BPIC15_3,De Koninck 2018 act2vec CBOW w_3,0.9299,0.594,0.6368,0.8992
BPIC15_3,De Koninck 2018 act2vec CBOW w_5,0.9229,0.5616,0.5918,0.8933
BPIC15_3,De Koninck 2018 act2vec CBOW w_9,0.9056,0.4979,0.5188,0.8864
BPIC15_3,De Koninck 2018 act2vec skip-gram w_3,0.9259,0.5769,0.6233,0.9042
BPIC15_3,De Koninck 2018 act2vec skip-gram w_5,0.9209,0.5462,0.589,0.9017
BPIC15_3,De Koninck 2018 act2vec skip-gram w_9,0.9168,0.4911,0.548,0.9001
BPIC15_3,Gamallo Fernandez 2023 Context Based w_3,0.551,0.0175,0.0251,0.5386
BPIC15_3,Unit Distance,0.0796,0.004,0.0016,0.0
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.7386,0.6143,0.6851,0.7042
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.7451,0.5874,0.6389,0.5937
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.7244,0.5198,0.5601,0.4891
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.718,0.6132,0.6836,0.7036
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.652,0.5836,0.6374,0.5931
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.5723,0.5193,0.5596,0.489
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.6869,0.607,0.6773,0.7026
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.5771,0.5933,0.6338,0.5932
BPIC15_4,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.4433,0.5188,0.5566,0.4889
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.7556,0.6162,0.6815,0.6943
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.7446,0.5857,0.6355,0.5632
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.7007,0.4685,0.4999,0.4341
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.7145,0.6155,0.6807,0.6938
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.6395,0.5843,0.6329,0.5628
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.5197,0.4684,0.4999,0.4341
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram w_3,0.6845,0.617,0.684,0.6935
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram w_5,0.5325,0.5785,0.6162,0.5627
BPIC15_4,Activity-Activitiy Co Occurrence N-Gram w_9,0.354,0.4675,0.4987,0.4341
BPIC15_4,Activity-Context Bag Of Words PMI w_3,0.4819,0.6628,0.7266,0.6535
BPIC15_4,Activity-Context Bag Of Words PMI w_5,0.3368,0.6043,0.6673,0.5661
BPIC15_4,Activity-Context Bag Of Words PMI w_9,0.2435,0.5159,0.5698,0.469
BPIC15_4,Activity-Context Bag Of Words PPMI w_3,0.4606,0.6628,0.7266,0.6534
BPIC15_4,Activity-Context Bag Of Words PPMI w_5,0.3345,0.6043,0.6673,0.5661
BPIC15_4,Activity-Context Bag Of Words PPMI w_9,0.2423,0.5159,0.5698,0.469
BPIC15_4,Activity-Context Bag Of Words w_3,0.6224,0.6623,0.7189,0.6534
BPIC15_4,Activity-Context Bag Of Words w_5,0.5,0.6019,0.6614,0.566
BPIC15_4,Activity-Context Bag Of Words w_9,0.3721,0.5112,0.5658,0.469
BPIC15_4,Activity-Context N-Grams PMI w_3,0.4671,0.6686,0.7362,0.6464
BPIC15_4,Activity-Context N-Grams PMI w_5,0.3106,0.5794,0.6396,0.5434
BPIC15_4,Activity-Context N-Grams PMI w_9,0.2037,0.4567,0.5062,0.4157
BPIC15_4,Activity-Context N-Grams PPMI w_3,0.4464,0.6686,0.7362,0.6464
BPIC15_4,Activity-Context N-Grams PPMI w_5,0.306,0.5794,0.6396,0.5434
BPIC15_4,Activity-Context N-Grams PPMI w_9,0.2027,0.4567,0.5062,0.4157
BPIC15_4,Activity-Context N-Grams w_3,0.6139,0.6618,0.7225,0.6464
BPIC15_4,Activity-Context N-Grams w_5,0.4618,0.5778,0.6362,0.5434
BPIC15_4,Activity-Context N-Grams w_9,0.3005,0.4523,0.5015,0.4156
BPIC15_4,Bose 2009 Substitution Scores w_3,0.7492,0.6053,0.641,0.6886
BPIC15_4,Bose 2009 Substitution Scores w_5,0.7742,0.5649,0.6088,0.5775
BPIC15_4,Bose 2009 Substitution Scores w_9,0.7612,0.4495,0.4939,0.4325
BPIC15_4,Chiorrini 2022 Embedding Process Structure,0.9545,0.1755,0.2267,0.6541
BPIC15_4,De Koninck 2018 act2vec CBOW w_3,0.9443,0.6558,0.6991,0.8587
BPIC15_4,De Koninck 2018 act2vec CBOW w_5,0.9408,0.601,0.6414,0.8589
BPIC15_4,De Koninck 2018 act2vec CBOW w_9,0.9229,0.5328,0.5719,0.8481
BPIC15_4,De Koninck 2018 act2vec skip-gram w_3,0.9465,0.6397,0.6915,0.8674
BPIC15_4,De Koninck 2018 act2vec skip-gram w_5,0.9433,0.6011,0.6555,0.8654
BPIC15_4,De Koninck 2018 act2vec skip-gram w_9,0.9393,0.5478,0.6043,0.868
BPIC15_4,Gamallo Fernandez 2023 Context Based w_3,0.5161,0.0191,0.0249,0.4732
BPIC15_4,Unit Distance,0.1226,0.0052,0.0,0.0
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.6751,0.509,0.5679,0.6404
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.6671,0.4831,0.5288,0.5067
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.6619,0.4413,0.4761,0.4164
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.6033,0.5068,0.5661,0.6388
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.5475,0.4812,0.5278,0.5052
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.4954,0.4408,0.4749,0.4158
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.5938,0.5155,0.563,0.6374
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.4826,0.4884,0.5263,0.5053
BPIC15_5,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.372,0.4334,0.4672,0.4158
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.661,0.5252,0.5842,0.6204
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.6694,0.4745,0.5166,0.4733
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.6593,0.3934,0.4288,0.3626
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.6005,0.5222,0.5821,0.6188
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.5376,0.4732,0.5149,0.4723
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.4467,0.3934,0.4288,0.3625
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram w_3,0.5879,0.5294,0.5755,0.6173
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram w_5,0.4518,0.4693,0.502,0.4722
BPIC15_5,Activity-Activitiy Co Occurrence N-Gram w_9,0.3066,0.3888,0.4226,0.3625
BPIC15_5,Activity-Context Bag Of Words PMI w_3,0.3669,0.5622,0.6186,0.5455
BPIC15_5,Activity-Context Bag Of Words PMI w_5,0.2612,0.4952,0.5507,0.4674
BPIC15_5,Activity-Context Bag Of Words PMI w_9,0.2017,0.435,0.4807,0.4025
BPIC15_5,Activity-Context Bag Of Words PPMI w_3,0.3476,0.5622,0.6179,0.5453
BPIC15_5,Activity-Context Bag Of Words PPMI w_5,0.2592,0.4952,0.5507,0.4674
BPIC15_5,Activity-Context Bag Of Words PPMI w_9,0.2013,0.4352,0.4809,0.4025
BPIC15_5,Activity-Context Bag Of Words w_3,0.5214,0.564,0.6126,0.5453
BPIC15_5,Activity-Context Bag Of Words w_5,0.4252,0.5014,0.5535,0.4674
BPIC15_5,Activity-Context Bag Of Words w_9,0.3325,0.4318,0.4759,0.4025
BPIC15_5,Activity-Context N-Grams PMI w_3,0.3459,0.5568,0.6168,0.5359
BPIC15_5,Activity-Context N-Grams PMI w_5,0.2434,0.4756,0.523,0.448
BPIC15_5,Activity-Context N-Grams PMI w_9,0.1717,0.3805,0.4304,0.3479
BPIC15_5,Activity-Context N-Grams PPMI w_3,0.3359,0.5571,0.6171,0.5359
BPIC15_5,Activity-Context N-Grams PPMI w_5,0.2418,0.4756,0.523,0.448
BPIC15_5,Activity-Context N-Grams PPMI w_9,0.1717,0.3823,0.4315,0.3479
BPIC15_5,Activity-Context N-Grams w_3,0.514,0.5608,0.6061,0.5359
BPIC15_5,Activity-Context N-Grams w_5,0.3993,0.4812,0.5279,0.4481
BPIC15_5,Activity-Context N-Grams w_9,0.271,0.3791,0.429,0.3479
BPIC15_5,Bose 2009 Substitution Scores w_3,0.6979,0.4771,0.5004,0.6126
BPIC15_5,Bose 2009 Substitution Scores w_5,0.7456,0.462,0.4901,0.4908
BPIC15_5,Bose 2009 Substitution Scores w_9,0.7367,0.3743,0.4183,0.3673
BPIC15_5,Chiorrini 2022 Embedding Process Structure,0.9471,0.1328,0.1799,0.6107
BPIC15_5,De Koninck 2018 act2vec CBOW w_3,0.9228,0.5692,0.6134,0.8576
BPIC15_5,De Koninck 2018 act2vec CBOW w_5,0.9145,0.5192,0.551,0.8533
BPIC15_5,De Koninck 2018 act2vec CBOW w_9,0.9029,0.4702,0.4833,0.8468
BPIC15_5,De Koninck 2018 act2vec skip-gram w_3,0.9256,0.5571,0.6079,0.8669
BPIC15_5,De Koninck 2018 act2vec skip-gram w_5,0.9247,0.53,0.5746,0.8652
BPIC15_5,De Koninck 2018 act2vec skip-gram w_9,0.9322,0.4922,0.5517,0.8672
BPIC15_5,Gamallo Fernandez 2023 Context Based w_3,0.5153,0.0164,0.0238,0.5068
BPIC15_5,Unit Distance,0.1126,0.0032,0.002,0.0
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.8673,0.7869,0.7994,0.9368
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.8697,0.8387,0.8412,0.926
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.8416,0.84,0.8374,0.9304
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.8357,0.7604,0.7735,0.9263
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.8242,0.786,0.7812,0.9151
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.7407,0.7356,0.7314,0.8981
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.7171,0.6073,0.6196,0.8715
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.7058,0.6458,0.641,0.8902
BPIC17,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.6298,0.6389,0.6365,0.8681
BPIC17,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.8417,0.762,0.7641,0.9068
BPIC17,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.8736,0.8433,0.8538,0.9155
BPIC17,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.8296,0.8029,0.8218,0.8922
BPIC17,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.8148,0.7296,0.7353,0.9001
BPIC17,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.8118,0.79,0.7942,0.878
BPIC17,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.7059,0.7275,0.7043,0.8335
BPIC17,Activity-Activitiy Co Occurrence N-Gram w_3,0.6955,0.5974,0.6069,0.8573
BPIC17,Activity-Activitiy Co Occurrence N-Gram w_5,0.6986,0.6784,0.6643,0.8846
BPIC17,Activity-Activitiy Co Occurrence N-Gram w_9,0.5989,0.6672,0.6314,0.8722
BPIC17,Activity-Context Bag Of Words PMI w_3,0.6421,0.7521,0.7504,0.8422
BPIC17,Activity-Context Bag Of Words PMI w_5,0.4461,0.7201,0.677,0.8418
BPIC17,Activity-Context Bag Of Words PMI w_9,0.3083,0.6519,0.6419,0.7978
BPIC17,Activity-Context Bag Of Words PPMI w_3,0.5027,0.7142,0.69,0.8308
BPIC17,Activity-Context Bag Of Words PPMI w_5,0.3804,0.6456,0.621,0.8233
BPIC17,Activity-Context Bag Of Words PPMI w_9,0.2896,0.6465,0.6406,0.7878
BPIC17,Activity-Context Bag Of Words w_3,0.5891,0.6555,0.64,0.8351
BPIC17,Activity-Context Bag Of Words w_5,0.5751,0.6789,0.6347,0.8405
BPIC17,Activity-Context Bag Of Words w_9,0.5527,0.6685,0.6559,0.7873
BPIC17,Activity-Context N-Grams PMI w_3,0.5817,0.7582,0.7474,0.8433
BPIC17,Activity-Context N-Grams PMI w_5,0.4087,0.7131,0.6578,0.8455
BPIC17,Activity-Context N-Grams PMI w_9,0.2804,0.7116,0.6857,0.8187
BPIC17,Activity-Context N-Grams PPMI w_3,0.483,0.7187,0.6976,0.8368
BPIC17,Activity-Context N-Grams PPMI w_5,0.3529,0.657,0.621,0.834
BPIC17,Activity-Context N-Grams PPMI w_9,0.2742,0.7063,0.6797,0.8148
BPIC17,Activity-Context N-Grams w_3,0.5914,0.6671,0.6447,0.8395
BPIC17,Activity-Context N-Grams w_5,0.5794,0.696,0.6472,0.8448
BPIC17,Activity-Context N-Grams w_9,0.5554,0.6968,0.6711,0.8127
BPIC17,Bose 2009 Substitution Scores w_3,0.6144,0.6824,0.6541,0.874
BPIC17,Bose 2009 Substitution Scores w_5,0.6149,0.7436,0.7159,0.8813
BPIC17,Bose 2009 Substitution Scores w_9,0.5995,0.6974,0.7013,0.8359
BPIC17,Chiorrini 2022 Embedding Process Structure,0.9772,0.6723,0.692,0.9244
BPIC17,De Koninck 2018 act2vec CBOW w_3,0.7554,0.6315,0.6371,0.8194
BPIC17,De Koninck 2018 act2vec CBOW w_5,0.7469,0.6209,0.6294,0.8172
BPIC17,De Koninck 2018 act2vec CBOW w_9,0.7402,0.6201,0.6426,0.8231
BPIC17,De Koninck 2018 act2vec skip-gram w_3,0.7213,0.5541,0.5604,0.8509
BPIC17,De Koninck 2018 act2vec skip-gram w_5,0.7049,0.5209,0.5375,0.7963
BPIC17,De Koninck 2018 act2vec skip-gram w_9,0.6963,0.4882,0.5037,0.7618
BPIC17,Unit Distance,0.0,0.056,0.0924,0.0
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9545,0.7959,0.8606,0.961
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9331,0.8042,0.8436,0.963
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.9171,0.8715,0.8986,0.9676
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9533,0.7947,0.8554,0.9604
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9235,0.7923,0.838,0.9581
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.8929,0.8205,0.8281,0.9542
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.8612,0.5548,0.6179,0.8353
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.8382,0.5849,0.6602,0.8632
BPIC18,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.7273,0.584,0.6167,0.8822
BPIC18,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9501,0.8105,0.8615,0.9567
BPIC18,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9212,0.8821,0.9119,0.9725
BPIC18,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.8676,0.8749,0.8952,0.9601
BPIC18,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9469,0.8,0.8541,0.9552
BPIC18,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9083,0.8737,0.9104,0.9695
BPIC18,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.8326,0.8383,0.8551,0.9432
BPIC18,Activity-Activitiy Co Occurrence N-Gram w_3,0.8565,0.578,0.6602,0.863
BPIC18,Activity-Activitiy Co Occurrence N-Gram w_5,0.7999,0.6592,0.7421,0.8793
BPIC18,Activity-Activitiy Co Occurrence N-Gram w_9,0.5448,0.6543,0.6866,0.8822
BPIC18,Activity-Context Bag Of Words PMI w_3,0.6391,0.9274,0.938,0.9719
BPIC18,Activity-Context Bag Of Words PMI w_5,0.3958,0.9218,0.9262,0.9664
BPIC18,Activity-Context Bag Of Words PMI w_9,0.2203,0.8741,0.8817,0.9409
BPIC18,Activity-Context Bag Of Words PPMI w_3,0.5357,0.9029,0.9083,0.9586
BPIC18,Activity-Context Bag Of Words PPMI w_5,0.3232,0.897,0.892,0.9557
BPIC18,Activity-Context Bag Of Words PPMI w_9,0.1634,0.8592,0.8614,0.9307
BPIC18,Activity-Context Bag Of Words w_3,0.8023,0.8804,0.8726,0.9502
BPIC18,Activity-Context Bag Of Words w_5,0.6674,0.8698,0.8721,0.9386
BPIC18,Activity-Context Bag Of Words w_9,0.3901,0.6953,0.7015,0.895
BPIC18,Activity-Context N-Grams PMI w_3,0.6082,0.9423,0.9482,0.9755
BPIC18,Activity-Context N-Grams PMI w_5,0.3387,0.9339,0.939,0.9589
BPIC18,Activity-Context N-Grams PMI w_9,0.1136,0.8723,0.878,0.914
BPIC18,Activity-Context N-Grams PPMI w_3,0.5229,0.9357,0.9409,0.9714
BPIC18,Activity-Context N-Grams PPMI w_5,0.2876,0.9239,0.9276,0.9512
BPIC18,Activity-Context N-Grams PPMI w_9,0.1096,0.8694,0.875,0.9105
BPIC18,Activity-Context N-Grams w_3,0.8059,0.9064,0.9044,0.9573
BPIC18,Activity-Context N-Grams w_5,0.6599,0.89,0.8891,0.9391
BPIC18,Activity-Context N-Grams w_9,0.3695,0.8209,0.8249,0.9005
BPIC18,Bose 2009 Substitution Scores w_3,0.8043,0.8067,0.7558,0.9529
BPIC18,Bose 2009 Substitution Scores w_5,0.7591,0.8314,0.8084,0.9373
BPIC18,Bose 2009 Substitution Scores w_9,0.7321,0.7876,0.7976,0.8998
BPIC18,Chiorrini 2022 Embedding Process Structure,0.9013,0.3371,0.3873,0.7627
BPIC18,De Koninck 2018 act2vec CBOW w_3,0.7754,0.6644,0.6932,0.8451
BPIC18,De Koninck 2018 act2vec CBOW w_5,0.7707,0.6677,0.6934,0.8508
BPIC18,De Koninck 2018 act2vec CBOW w_9,0.7896,0.6868,0.7043,0.8633
BPIC18,De Koninck 2018 act2vec skip-gram w_3,0.7675,0.5809,0.6002,0.8877
BPIC18,De Koninck 2018 act2vec skip-gram w_5,0.7565,0.5214,0.5261,0.8705
BPIC18,De Koninck 2018 act2vec skip-gram w_9,0.7402,0.4511,0.4577,0.8381
BPIC18,Unit Distance,0.0,0.0594,0.0849,0.0
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9299,0.8094,0.8739,0.9251
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.921,0.8669,0.9004,0.935
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.8851,0.838,0.8547,0.9099
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9303,0.8108,0.873,0.9246
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9034,0.8662,0.9002,0.9325
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.8555,0.8303,0.8482,0.8973
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.8387,0.6841,0.7422,0.8705
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.826,0.7285,0.7927,0.9036
BPIC19,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.7688,0.6949,0.7504,0.8644
BPIC19,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9297,0.8329,0.8924,0.9315
BPIC19,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9369,0.8817,0.9198,0.9272
BPIC19,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.8684,0.833,0.8604,0.8806
BPIC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9287,0.8316,0.8915,0.9312
BPIC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9023,0.8786,0.9156,0.9244
BPIC19,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.8447,0.8169,0.842,0.8734
BPIC19,Activity-Activitiy Co Occurrence N-Gram w_3,0.8462,0.6982,0.7757,0.8825
BPIC19,Activity-Activitiy Co Occurrence N-Gram w_5,0.8284,0.7599,0.8185,0.9002
BPIC19,Activity-Activitiy Co Occurrence N-Gram w_9,0.7414,0.7118,0.7617,0.8563
BPIC19,Activity-Context Bag Of Words PMI w_3,0.6735,0.8879,0.9075,0.9278
BPIC19,Activity-Context Bag Of Words PMI w_5,0.4533,0.8997,0.921,0.9097
BPIC19,Activity-Context Bag Of Words PMI w_9,0.3062,0.8241,0.8243,0.8569
BPIC19,Activity-Context Bag Of Words PPMI w_3,0.5663,0.8538,0.8788,0.917
BPIC19,Activity-Context Bag Of Words PPMI w_5,0.3993,0.8736,0.8847,0.9051
BPIC19,Activity-Context Bag Of Words PPMI w_9,0.2796,0.814,0.8129,0.8509
BPIC19,Activity-Context Bag Of Words w_3,0.8229,0.8672,0.8778,0.9095
BPIC19,Activity-Context Bag Of Words w_5,0.7674,0.852,0.8656,0.8908
BPIC19,Activity-Context Bag Of Words w_9,0.699,0.797,0.8072,0.8346
BPIC19,Activity-Context N-Grams PMI w_3,0.6426,0.8951,0.9157,0.9261
BPIC19,Activity-Context N-Grams PMI w_5,0.3949,0.9073,0.9306,0.9082
BPIC19,Activity-Context N-Grams PMI w_9,0.2633,0.8421,0.8538,0.8501
BPIC19,Activity-Context N-Grams PPMI w_3,0.5461,0.8676,0.8837,0.9183
BPIC19,Activity-Context N-Grams PPMI w_5,0.3649,0.9052,0.9291,0.9059
BPIC19,Activity-Context N-Grams PPMI w_9,0.2492,0.8372,0.8496,0.8479
BPIC19,Activity-Context N-Grams w_3,0.8241,0.8713,0.8809,0.9133
BPIC19,Activity-Context N-Grams w_5,0.7549,0.8577,0.8772,0.8953
BPIC19,Activity-Context N-Grams w_9,0.6682,0.8033,0.8157,0.8397
BPIC19,Bose 2009 Substitution Scores w_3,0.7139,0.6644,0.6426,0.9082
BPIC19,Bose 2009 Substitution Scores w_5,0.7306,0.7383,0.6784,0.8999
BPIC19,Bose 2009 Substitution Scores w_9,0.7215,0.696,0.6536,0.8652
BPIC19,Chiorrini 2022 Embedding Process Structure,0.9293,0.4021,0.4604,0.7814
BPIC19,De Koninck 2018 act2vec CBOW w_3,0.875,0.7493,0.7965,0.897
BPIC19,De Koninck 2018 act2vec CBOW w_5,0.8662,0.7329,0.7796,0.8941
BPIC19,De Koninck 2018 act2vec CBOW w_9,0.8608,0.7162,0.7774,0.8816
BPIC19,De Koninck 2018 act2vec skip-gram w_3,0.8851,0.7942,0.816,0.9471
BPIC19,De Koninck 2018 act2vec skip-gram w_5,0.881,0.7655,0.7823,0.9436
BPIC19,De Koninck 2018 act2vec skip-gram w_9,0.8737,0.7378,0.7596,0.933
BPIC19,Unit Distance,0.0206,0.0552,0.0823,0.0
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9861,0.8702,0.886,0.8241
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9863,0.8384,0.855,0.821
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.971,0.8466,0.8686,0.8218
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9857,0.8717,0.8876,0.8242
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9865,0.8378,0.8607,0.8213
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.983,0.8672,0.8781,0.8236
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9511,0.8439,0.8841,0.8189
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.9392,0.8084,0.8262,0.8107
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.9238,0.8204,0.83,0.8189
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9917,0.872,0.8895,0.8241
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9929,0.8996,0.9023,0.826
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.9903,0.8572,0.8599,0.8234
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9917,0.8722,0.8895,0.8241
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9929,0.8996,0.9023,0.826
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.9903,0.8572,0.8599,0.8234
BPIC20_DomesticDeclarations,Activity-Activitiy Co Occurrence N-Gram w_3,0.9705,0.8651,0.8859,0.8208
